units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,sites,samples
NISP,NA,test,1195,NA,Testate amoebae,test,Nebela,TEAM,5,8
NISP,NA,test,1223,NA,Testate amoebae,test,Amphitrema undiff.,TEAM,1,1
NISP,NA,test,2187,NA,Testate amoebae,test,Centropyxis aculeata,TEAM,1,1
NISP,NA,test,2190,NA,Testate amoebae,test,Arcella discoides,TEAM,2,6
NISP,NA,test,5389,NA,Testate amoebae,test,Rhizopoda undiff.,TEAM,5,31
NISP,NA,test,5405,NA,Testate amoebae,test,Nebela undiff.,TEAM,1,1
NISP,NA,test,5567,NA,Testate amoebae,test,Nebela parvula,TEAM,1,1
NISP,NA,test,28043,NA,Testate amoebae,test,Archerella flavum,TEAM,20,190
NISP,NA,test,30985,NA,Testate amoebae,test,Amphitrema sp.,TEAM,1,2
NISP,NA,test,31199,NA,Testate amoebae,test,Arcella cf. A. megastoma,TEAM,1,2
NISP,NA,test,31200,NA,Testate amoebae,test,Arcella sp.,TEAM,2,5
NISP,NA,test,31208,NA,Testate amoebae,test,Assulina sp.,TEAM,2,31
NISP,NA,test,32184,NA,Testate amoebae,test,Rhizopoda,TEAM,4,26
NISP,NA,test,33663,NA,Testate amoebae,test,Pyxidicula,TEAM,1,2
NISP,NA,trichoblast,673,NA,Vascular plants,trichoblast,Nymphaeaceae,AQVP,5,86
NISP,NA,unspecified,18282,NA,Insects,unspecified,Lepidoptera,LEPI,1,1
NISP,NA,valve,5397,NA,Diatoms,valve,Pinnularia,DIAT,1,2
NISP,NA,valve,27180,NA,Diatoms,valve,Eunotia sp.,DIAT,1,1
NISP,NA,zygospore,1488,NA,Algae,zygospore,Spirogyra,ALGA,1,9
NISP,NA,zygospore,1704,NA,Algae,zygospore,Zygnemataceae,ALGA,1,1
NISP,NA,zygospore,30518,NA,Algae,zygospore,Spirogyra cf. S. scrobiculata,ALGA,1,3
NISP,NA,zygospore/aplanospore,41702,NA,Algae,zygospore/aplanospore,"Transeauina (type 214, HdV)",ALGA,1,1
number,NA,<20 µm,1062,NA,Charcoal,<20 µm,Charcoal,CHAR,1,80
number,NA,>100 µm,1062,NA,Charcoal,>100 µm,Charcoal,CHAR,1,80
number,NA,>50 µm,1062,NA,Charcoal,>50 µm,Charcoal,CHAR,1,80
number,NA,20-50 µm,1062,NA,Charcoal,20-50 µm,Charcoal,CHAR,1,80
number,NA,batch number,930,NA,Laboratory analyses,batch number,Lycopodium tablets,LABO,1,80
number,NA,counted,932,NA,Laboratory analyses,counted,Lycopodium spike,LABO,8,546
number,NA,fragment,1062,NA,Charcoal,fragment,Charcoal,CHAR,2,96
number,NA,quantity added,930,NA,Laboratory analyses,quantity added,Lycopodium tablets,LABO,5,315
number,NA,quantity added,932,NA,Laboratory analyses,quantity added,Lycopodium spike,LABO,1,53
number×1000,NA,fragment,1062,NA,Charcoal,fragment,Charcoal,CHAR,5,311
